pub_date,abstract,gemini_sentiment
2019-04-02,executives have been burned by their previous dealings with big tech companies but apples promise of a billion devices worldwide was too good to pass up even for rupert murdoch,neutral
2019-04-16,at its heart privacy is about how data is used to take away our control,negative
2019-04-27,last year with much fanfare the tech giant unveiled a screentime tracker of its own then it quietly began purging competitors from its store,negative
2019-04-13,the battle between the companies once partners could affect the division of billions of dollars in smartphone profits and perhaps how much consumers pay for phones,negative
2019-04-12,for a decade value stocks have failed to surge ahead investing in them may be a smart move but it is likely to require patience,neutral
2019-04-03,sleek and convenient apples wireless earbuds are an engineering marvel one problem they are difficult and expensive to maintain,negative
2019-04-06,two college students in oregon are accused of tricking apple into replacing nearly 1500 counterfeit iphones with genuine ones that were later sold,negative
2019-04-05,it is a show whose budgets and scale were once unthinkable for television and now its become the gold standard,positive
2019-04-03,steve jobs wanted to put a ding in the universe today apple wants to ding your pocketbook,negative
2019-04-30,the company said it would add to its record returns to shareholders most likely fueling an intensifying debate over corporate spending,positive
2019-05-17,san francisco demonstrated that technologies believed to be damaging to citizens wellbeing can be curtailed,negative
2019-05-13,plaintiffs argued that the technology giant had used its monopoly power to raise the prices of iphone apps,negative
2019-05-02,in california the rise of online retail is supersizing a corporate tax incentive banning it would benefit everyone except corporations,negative
2019-05-21,to rein in monopolies maybe we need to rethink what a monopoly is,neutral
2019-05-02,regulators should take a close look at the iphone app store,neutral
2019-05-20,apples wireless earbuds have led to questions about personal tech as environmental scourge and punch line,negative
2019-05-30,seventeen companies that make apps designed to fight iphone addiction called on apple to let them use technology that would resolve privacy concerns,neutral
2019-05-03,moral panic about our use of devices could benefit from good data big tech companies are sitting on that information,neutral
2019-05-31,the tech cold war is heating up us companies that depend on the giant china market are preparing themselves for the fallout,negative
2019-05-22,virtual helpers that come with female voices by default are perpetuating bias a unesco report argues,negative
2019-06-04,suddenly regulators guns are blazing but it looks thoughtless and is likely to prove pointless,negative
2019-06-01,plus uber will give rude customers the boot and a victory for genderneutral parental leave,positive
2019-06-05,new versions of the apple and google operating systems are packed with hundreds of new features here are the few you should know about,neutral
2019-06-20,for decades antitrust regulation has focused on the welfare of the consumer now a backlash over big techs power has regulators and scholars trying to reverse years of established doctrine,negative
2019-06-27,the executive played a key role in the ipod and iphone during his 27 years at apple which will be a client of his new company,neutral
2019-09-23,apples announcement ended a monthslong public dance with the white house over tariffs and the companys ability to build products in the united states,neutral
2019-09-11,with companies racing to develop shazam for art we see what instantidentification apps really add to your experience in museums and galleries,neutral
2019-09-10,margrethe vestager whose billiondollar fines have made her loathed by silicon valley has won new powers that give her unrivaled regulatory reach president trump says she hates the united states,negative
2019-09-11,the companys product launch pageant has become a parody time to call it quits,negative
2019-09-10,fifteen years after friends she is returning to tv in apples the morning show as a news anchor dealing with ageism sexism and her cohosts misconduct,neutral
2019-09-11,apple offering much less programming than streaming rivals will court subscribers by emphasizing its quality,positive
2019-09-17,senators at a hearing pushed for assurances that the ftc and justice department would provide vigorous oversight of the companies,neutral
2019-09-20,if regulators and lawmakers are serious theyre going to have to rethink a traditional approach to monopolies,neutral
2019-09-08,while amazon apple facebook and google have all drawn attention to how they dominate markets the reasons are as different as the companies,neutral
2019-09-16,the university of chicago has long been associated with the idea that antitrust decisions should be based on prices for consumers not market dominance thats starting to change,neutral
2019-08-21,humans help train artificial intelligence so someone may be listening to what you tell siri google assistant or alexa heres what to do if you have a problem with that,neutral
2019-08-26,globalfoundries has accused tsmc a competitor in taiwan of infringing on 16 patents in a suit that could also affect companies like apple and google,negative
2019-08-23,casios basic watches have barely changed in decades a rare achievement as planned obsolescence is elevated to a corporate art form our columnist says,neutral
2019-08-09,works by nick cave nathalie djurberg john giorno and others have been choreographed into the landscape for an applenew museum walking tour,neutral
2019-08-12,top tech companies are rallying around the flag how opportunistic of them,neutral
2019-08-29,some of techs biggest names had founders in their teens but new research shows that for fastgrowing startups in the us the average age was 45,neutral
2019-08-09,america goes after huawei and chinese consumers rally to buy from the company,negative
2019-08-05,walmart the countrys largest retailer and seller of guns should use its vast economic leverage to force corporate america to confront shooting deaths,negative
2019-08-22,the western journal has had one of the biggest online audiences but it now finds itself clashing with silicon valley tech giants here are highlights from a times investigation,neutral
2019-08-09,the fastgrowing chinese company blocked by the trump administration from working with google announced plans for its own mobile operating system,negative
2019-03-26,in the face of flagging iphone sales apple unveiled an audacious plan to dominate digital services but didnt offer many details on why you should sign up,negative
2019-03-13,a federal grand jury is looking at partnerships that gave major tech companies broad access to facebook users information,negative
2019-03-08,the massachusetts senator who is running for president announced a regulatory plan aimed at breaking up large tech companies and unwind tech mergers that illegally undermine competition,negative
2019-03-13,senator elizabeth warren has an interesting plan for reform but it has shortcomings worth considering,neutral
2019-03-17,antitrust is the nuclear bomb of regulatory moves but at a moment when nearly everything in america seems contentious proposals to break up internet giants are gaining support,negative
2019-03-25,the iphone maker is partnering with hollywood heavyweights and publishers to provide broad new services to its users,positive
2019-03-25,when apple introduced the apple watch five years ago the whole tech industry began to flirt with style but interest in wearables has cooled,negative
2019-03-22,the first skirmishes have already been fought in what could turn into a tech cold war the game is on said the netflix chief executive reed hastings,neutral
2019-03-20,the new york times and the washington post are among the publishers that opted out of the subscription service because of its terms two people familiar with the plans said,neutral
2019-03-30,plus apple makes tv shows now and china trade talks pick up steam,positive
2019-02-13,the former executive who oversaw compliance with insider trading rules was accused by the sec of profiting on nonpublic information,negative
2019-02-01,chinese factories which have long made goods for the world increasingly make stuff for the countrys own middle class when those spenders hold back local workers can suffer,negative
2019-02-16,life is a lot easier when you can plug in to any socket,neutral
2019-02-26,the avenue des champslyses built for royalty and named after paradise has become crowded with fast food fast fashion and fast scooters the city hopes to change that,neutral
2019-02-08,global criticism of the tech industry hasnt had an impact on the bottom line at least not yet writes kate conger,neutral
2019-02-03,from apple to nvidia tech companies say business is slowing among the reasons china and a bitcoin slump it may be just a bump until its not,negative
2019-02-01,the president described negotiations between washington and beijing in positive terms but said without the tariffs we wouldnt be talking,positive
2019-02-01,after two days of disruptions the iphone maker restored the social networks access to internal apps that its employees rely on in their jobs,neutral
2019-02-01,li yuan asia tech columnist for the times says it could be a tough year for tech workers in china amid a growing trade war with the united states,negative
2019-02-06,angela ahrendts hired after leading burberry to global prominence was among apples highestpaid executives,positive
2019-11-06,there are many ecoconscious steps to take around your tech says john schwartz a climate reporter tech can also help us see the scope of climate change,neutral
2019-11-15,a respiratory condition linked to vaping has caused more than 40 deaths and over 2000 illnesses according to united states health authorities,negative
2019-11-02,on an ultralowcost carrier there seems to be a price for anything extra heres the gear we suggest you pack to have a comfortable flight,neutral
2019-11-18,once a generation hollywood experiences a seismic shift it is happening again,neutral
2019-11-21,the president suggested that a trade deal with china remains some distance off but said he would look into apple receiving exemptions from more tariffs,neutral
2019-11-01,the company is spending more to promote the iphone than it is on ads for the morning show and other programs on apple tv plus,negative
2019-11-11,there is a lot to learn from mistakes that the continents regulators have made say consumer groups lawyers and rival companies,neutral
2019-11-13,what used to seem like a fight for world domination has now become an uneasy stalemate,negative
2019-11-11,netflix apple disney heres a user guide to the services that will define your future what to watch where to watch it and what it will cost you,neutral
2019-03-09,home innovations like smart microwaves and toilets could lock us into a digital caste system,negative
2019-03-19,take advantage of their ability to provide warmth and connection let them be the building blocks of secret languages,neutral
2019-03-06,his tweets criticize facebook and google but the antitrust division of the justice department is making life easier for potential monopolists in silicon valley,negative
2019-03-15,accused of using its app store to undercut competitors apple said spotify was treated like all other developers that use the app store,negative
2019-03-29,as uber and lyft go public financial interest in getting truly driverless cars on the road will mount that shouldnt mean it happens in a rush,neutral
2019-03-17,the tech company about to have a showcase event on its campus is expected to reveal details about a dozen or more programs ready to go or almost done,positive
2019-03-22,heres your weekly smorgasbord of all the tech and business news you missed plus what you should know heading into monday,neutral
2019-03-13,the music streaming service said apple used its app store to undercut companies that compete with its own services like apple music,negative
2019-03-26,the event at the steve jobs theater was heavy on star power and light on specifics the los angeles crowd buzzed more about a new credit card than anything else,neutral
2019-02-01,a software update will be released next week for owners of iphones ipads and mac computers the company said,neutral
2019-02-15,the selloff is the latest evidence of how quickly investors soured on big tech late last year,negative
2019-02-13,both tech giants app stores carry absher which lets male guardians track womens movements or even stop them from getting on a plane,negative
2019-02-03,the largest tech companies arent driving the performance of the market and that shift doesnt bode well for a march to new highs,negative
2019-02-01,tim cook keeps taking on facebook but facebooks stock keeps rising,positive
2019-02-03,also the fed makes a surprising announcement and the true cost of the government shutdown,negative
2019-02-05,the title of largest company by market value has changed hands seven times since late last year thanks to apples sliding stock price and the broader turmoil in tech stocks,negative
2019-09-20,house lawmakers asked the companies for information on how their businesses had been affected by amazon apple facebook and google,neutral
2019-09-27,three films acquired by apple will reach theaters this fall and the company is working with the studio a24 on producing sofia coppolas next movie,positive
2019-09-10,the iphone 11 apples entrylevel phone will start at 700 compared with 750 for the comparable model last year,positive
2019-09-13,lawmakers investigating amazon apple facebook and google for possible antitrust violations on friday sent the companies detailed requests for information,negative
2019-09-08,plus youtube promises to stop collecting data from children and apple unveils new iphones,positive
2019-09-09,the formal declaration by a bipartisan group of state officials adds investigative muscle to the intensifying scrutiny of the tech giant,negative
2019-09-13,robert a iger disneys chief executive and chairman had been on the board since 2011 but both companies will debut streaming services next month,neutral
2019-09-15,plus plaintiffs reached a tentative settlement in a gigantic lawsuit over the opioid crisis,positive
2019-09-25,we tested the new suite of privacy tools in apples latest mobile software from minimizing location sharing to silencing robocalls,neutral
2019-09-17,this is not your typical gadget review thats because it is time to rethink when to upgrade your iphone,neutral
2019-08-20,some critics of the industry want to see the businesses broken up others would like to strengthen regulation of silicon valley and there are shades of gray,neutral
2019-08-02,for years impostors have been posing as members of the military to bilk people out of money why has facebook been unable to stop them,negative
2019-08-28,newgadget season is almost here but our columnist has concluded after testing hundreds of gizmos over the years that it pays to wait,neutral
2019-08-09,russian officials are investigating apples moves to remove parental control apps from its app store shortly after it released a competing service,negative
2019-09-06,after losing top professors college students are less likely to create artificial intelligence startups and get less venture funding the research says,negative
2019-09-24,the decision to make the automaker repay taxes saved in a deal with luxembourg offers clues about a similar case against apple,negative
2019-09-09,the top results of many common searches in the companys app store were packed with its own apps as concerns grow that apple may be tipping the scales in its own favor,negative
2019-09-06,lawsuits and investigations could eventually lead to the breakup of some companies and to new laws that alter the balance of corporate power,negative
2019-07-15,the international tax system is behind the times but we need coordinated reform,neutral
2019-07-23,the attorney general reopening the conversation on security vs privacy said that encryption and other measures effectively turned devices into lawfree zones,negative
2019-07-11,a new documentary offers an indepth look at a company that envisioned technologies like iphones emojis and touch screens long before they arrived,neutral
2019-07-25,the iphone maker is adding patents and 2200 intel employees as it tries to reduce dependency on another chip maker qualcomm,positive
2019-07-30,revenue rose slightly in the most recent quarter the company said but profits still fell as iphone sales continued to drop,negative
2019-07-16,a series of hearings on capitol hill showed the rising force of the political backlash against the countrys tech giants,negative
2019-07-17,our personal tech columnist tracked his sleep for two weeks with an apple watch and some software heres why he concluded it was a pointless exercise,negative
2019-07-15,travelers with heart conditions diabetes and epilepsy can check on themselves even report to their doctors with new devices and apps,neutral
2019-07-30,samsung already assembles half of its handsets in the country which got a big lift from us tariffs on chinese goods now apple is homing in,positive
2019-07-12,the video gaming industry is growing but its not clear which if any sectors are the most promising index funds have been a good solution lately,neutral
2019-06-03,apples software changed the way we listen to music and though it got a little bloated over the years we will miss it,neutral
2019-06-03,the break up big tech billboard paid for by the democrats presidential campaign doesnt sit well with all san franciscans who work in the industry,negative
2019-06-27,ms warren seeks to break up companies like amazon google apple and facebook and she has taken her fight to silicon valley,negative
2019-06-21,terry gou who stepped back from his electronics empire on friday must strike a balance between the washington and beijing as the trade war simmers,neutral
2019-06-04,apples spaceship headquarters are in one of the few silicon valley buildings that use seismic technology to protect against earthquake damage,neutral
2019-06-13,apps and trackers can flood users with confusing data doctors say some warn against orthosomnia an obsession with perfect sleep,neutral
2019-06-28,the companys move to shift assembly of the only major product it had made in america outside the country comes amid a continuing trade war between the united states and china,negative
2019-06-18,the social media giant thinks privacy is a you problem,negative
2019-06-11,local journalism has been pushed to the verge of extinction said a member of a committee that plans 18 months of hearings and other scrutiny of the big technology platforms,negative
2019-06-04,the iphone maker acted as tech giants faced more scrutiny over what critics argue is anticompetitive behavior,negative
2019-10-20,plus the monthlong strike at general motors may be over soon,positive
2019-10-18,members of congress questioned whether the power of facebook google apple and amazon could hurt consumer privacy,negative
2019-10-30,apple tv plus arrives friday with the morning show starring reese witherspoon and jennifer aniston as its flagship streaming program,neutral
2019-10-15,googles pixel 4 is the newest example of how computational photography is driving the future of phone cameras,neutral
2019-10-09,outlets are trying to intimidate multinational companies into toeing the party line while beijing tries to rein in the hong kong protests,negative
2019-11-15,we keep stumbling across examples of discrimination in algorithms but thats far better than their remaining hidden,neutral
2019-11-19,margrethe vestager won praise for her oversight of the tech industry now with more authority from the european union she envisions a more aggressive agenda,positive
2019-11-04,researchers in japan and at the university of michigan said they have found a way to take over the voicecontrolled digital assistants,negative
2019-11-01,the shift from network schedules to tvwhenyouwantit may change not just viewing habits but the whole culture of the medium,neutral
2019-11-22,two critics debate their opposite views of the smartwatchs newest model,neutral
2019-11-13,there has been only one tech trend worth paying attention to in the 2010s the dominance of the smartphone the personal computer was an inevitable casualty,neutral
2019-11-30,rising housing costs predate the tech bubble and it will take more than apple and facebooks billions to fix it,negative
2019-11-19,after years of onandoff debate over nearly snoopproof security the industry is girding for new pressure from law enforcement around the world,negative
2019-11-25,support him if you want a tariff break,neutral
2019-11-21,president trump didnt rule out exempting apple from tariffs while the companys ceo tim cook stood in silence as the president made inaccurate claims about the firm,negative
2019-10-08,the nba apologizes on behalf of daryl morey a general manager who voiced support for democracy,neutral
2019-10-09,countries have clashed in recent years over how and where to tax companies that operate across borders particularly those that sell online,negative
2019-10-30,the company said its profit dropped 31 percent from a year ago but there are early hints that new iphones are selling well heading into the holidays,negative
2019-10-22,new more sophisticated attacks are targeting uighurs phones even iphones and even abroad security researchers say they warn that foreigners could be next,negative
2019-10-24,ios 13 apples new operating system for the iphone comes with tons of new tools under the hood here are some of the most helpful,neutral
2019-10-26,we asked experts which timepieces have shaped modern design here are their choices,neutral
2019-10-02,the debate over privacy in the digital age increasingly pits tech companies against law enforcement agencies as explicit imagery explodes,negative
2019-10-16,the eus top antitrust regulator ordered broadcom to halt specific practices while the bloc investigates possible anticompetitive activity,negative
2019-10-31,attorney general xavier becerra is in google and facebooks backyard but unlike nearly all other state attorneys general he wont say whether hes investigating them,neutral
2019-10-10,apple said it was removing the hkmaplive app which was criticized by chinese state media because the hong kong authorities said protesters used it to attack the police,negative
2019-11-21,president trump said on wednesday that he opened a facility that makes computers for apple its been operating since 2013,neutral
2019-11-22,the move of entrepreneurs engineers and venture investors away from the consumer internet and to enterprise software has piqued regulator interest,neutral
2019-11-04,the plan includes 1 billion for an affordable housing investment fund as well as an effort to help firsttime buyers,positive
2019-11-28,the tech giant following google and others has bowed to russian demands that its apps not show crimea as belonging to ukraine on digital maps seen in russia,negative
2019-11-30,a new special section inside a special section inside the sunday newspaper explores the future of streaming entertainment,neutral
2019-11-14,the companys tools enable researchers to track huge numbers of people but doctors do not yet know if it will significantly improve health outcomes,neutral
2019-11-07,the movement to reinterpret or change antimonopoly laws is running headlong into a legal community and interest groups just as invested in defending the status quo,neutral
2019-11-22,some workers may be more exposed to artificial intelligence than previously thought but worry more about automations threat to less skilled employees,negative
2019-11-21,the banker one of the tech giants first forays into film was a day away from its premiere at afi fest in los angeles,neutral
2019-11-06,efforts by apple facebook and google to address the california housing crunch must contend with the forces that created it,neutral
2019-07-23,the agency said it would look into concerns about anticompetitive behavior by some of the industrys biggest companies,negative
2019-07-17,lawmakers had strong questions and criticism for tech giants yesterday during three hearings on capitol hill heres what happened,neutral
2019-07-26,the president said his administration would not grant apples request for relief from tariffs on computer parts made in china and suggested he could soon tax french wine,negative
2019-06-05,amazon apple facebook and google facing the growing possibility of antitrust action and legislation to rein in their power are spending freely to gain influence and access,negative
2019-06-03,google facebook amazon and apple are facing greater scrutiny from antitrust regulators in the justice department and federal trade commission,negative
2019-06-19,amazon says its not responsible if its creations are abused,negative
2019-06-07,the legal action against silicon valleys giants will be long difficult uncertain and for some people disappointing,negative
2019-06-10,a wide range of companies are lining up to complain about silicon valleys power as lawmakers and regulators step up their scrutiny of big tech,negative
2019-06-14,a handful of companies already dominate the market for digital assistants the implications for consumer privacy are a serious concern researchers say,negative
2019-06-03,apple rolled out ambitious updates to its apps and smartwatch at its annual developer conference,positive
2019-06-17,could facebook google or apple be considered monopolies increased government oversight of the technology giants could consider that possibility,neutral
2019-06-29,this year the smartwatch is expected to outsell the entire swiss industry and who knows what could happen when health apps are fully developed,positive
2019-06-03,intense new scrutiny on companies like google apple facebook and amazon could last years and lead to the first overhaul of antitrust rules in decades,negative
2019-01-22,a law passed last month allows the authorities to compel tech companies to build tools to bypass their products encryption it has global implications,negative
2019-01-31,the cold war between facebook and apple over data use and privacy is heating up how far should mr cook take it,negative
2019-01-30,a teenager in arizona discovered the flaw which allows eavesdropping on jan 19 and his mother contacted apple the next day but the company was slow to reply,negative
2019-01-03,apples slumping iphone sales in china are the latest sign that the countrys spenders are increasingly bothered by the economy debt and other problems,negative
2019-01-05,the most consequential hit to the bottom line may be from people including longtime fans who are holding on to their phones longer,negative
2019-01-29,apple has disabled group facetime the feature that enabled the eavesdropping while it works on a fix but for extra security follow these steps,negative
2019-01-04,technology publications are asking pointed questions about the online retail company and apple had rare surprising bad news about sales,negative
2019-01-29,the iphone maker which reported quarterly earnings faces a number of issues from consumer demand in china to an unusual security bug in its iphone software,negative
2019-01-07,what was once an extra is now a necessity as companies give their employees free ice cream and beer poptarts and prime rib often with an agenda attached,neutral
2019-01-04,apples chief executive has enjoyed enormous success over his seven years running the company but hes likely to face tougher times ahead,negative
2019-01-28,apple decided several years ago to produce a highend mac in texas the problems that surfaced illustrate the challenges of domestic manufacturing,negative
2019-01-05,and what that tells us about the fate of apple in china,neutral
2019-01-09,a visual tour of the worlds most important tech conference offers a window into the years trends including nextgeneration wireless networks and the invasion of ai,neutral
2019-01-11,stock market fluctuations are making some hearts in silicon valley flutter as they prepare their companies for initial public offerings,neutral
2019-01-25,controversy over a video uploaded to twitter over the weekend revealed old fault lines and why social media is so good at exposing them,negative
2019-01-30,beijing and washington have reasons to seek progress in negotiations but the sides are still far apart,neutral
2019-01-08,apples declining sales reveal how important the health of chinas consumer market is to the worlds economy,negative
2019-01-23,nick confessore an investigative reporter who has written about social media and data privacy has changed his tech habits after what he has learned,neutral
2019-01-06,the stock market looks rough apple shares look rougher but at least were making progress in space,neutral
2019-01-04,the tech giants recent warning about disappointing iphone sales in china obscured the fact that it is also losing out to chinese brands in places like france germany india and southeast asia,negative
2019-04-13,talks between tv and movie writers and their agencies on a new code of conduct broke off before a midnight deadline it has become clear a big change is necessary the writers guild of america said,negative
2020-04-15,the new iphone se has the design of an older generation of iphones with the same computing power as newer ones,neutral
2020-04-29,trillions in stimulus dollars have convinced wall street that the government has its back and investors are seizing on even glimmers of good news about the pandemic,positive
2020-04-29,dozens of tracking apps for smartphones are being used or developed to help contain the coronavirus pandemic but there are worries about privacy and hastily written software,negative
2020-12-16,the social network said it opposed changes that apple was making to the tracking of apps and would provide information for an antitrust complaint against the iphone maker,negative
2020-12-19,facebook and apples fighting over data privacy rights doesnt help consumers much until it does,negative
2020-12-23,the president threatened to upend a hardfought compromise but he may not get what he wants,negative
2020-12-18,as the power of google apple and other tech giants grows the companies should do more to explain how they work,neutral
2020-12-14,silicon valley is building a powerful influence industry in brussels which has never seen this kind of money spent this way,neutral
2020-12-17,cronyism and waste in britains pandemic spending,negative
2020-12-11,these google and apple apps work and arent stealing all your data more people should use them,positive
2020-12-14,he brings the energy of popular short videos to cancer screenings and infection rates,neutral
2020-12-09,with the holidays coming and the pandemic raging were shopping online a ton its chaos,negative
2020-12-15,in england a sharp rise in coronavirus cases,negative
2020-12-09,the retail giant claims that its health product is extremely precise at scanning body fat i found otherwise,negative
2020-12-17,facebooks slap at apple shows silicon valley is feeling the regulatory heat,negative
2020-12-17,more than 30 states said that the company downplayed websites that let users search for information in specialized areas,negative
2020-12-13,big tech companies now exert huge influence over what stories get told the message is clear be careful whom you offend,negative
2020-12-07,technology to alert people exposed to the virus could slow transmission pilot studies show but only if people and states sign up so far most havent,neutral
2020-12-15,european union and british authorities released draft laws to halt the spread of harmful content and improve competition,positive
2020-12-01,amazons cloud computing business and apples macs are increasingly using the companies homegrown chips,neutral
2020-12-18,the company declared in newspaper ads that it was standing up to apple its a desperate ploy thats unlikely to work,negative
2020-01-13,attorney general william p barr is pushing apple to unlock the phones of the gunman behind a deadly shooting at a naval air station in pensacola fla,negative
2020-04-06,heres how to record abuse without being discovered safeguard your devices and ultimately protect yourself,neutral
2020-04-28,the virus outbreak supercharged a continuing shift in the markets with a few giant companies now exerting the most influence over the direction of stocks since the tech boom,negative
2020-04-15,new smartphones have become like refrigerators theyre just not that exciting,neutral
2020-04-13,how we shop during the pandemic could have big consequences,neutral
2020-04-21,silicon valley wants to help end the pandemic is that a good thing,positive
2020-04-21,shelterinplace orders have transformed the tablet computer from a superfluous device into a musthave,positive
2020-04-30,the tech giant signaled confidence by announcing another big stock buyback but it declined to forecast sales for the current quarter,neutral
2020-04-10,the technology giants said they would embed a feature in iphones and android devices to enable users to track infected people theyd come close to,neutral
2020-04-30,christopher wray has said tough encryption offered by companies like facebook and apple blinds law enforcement but his law firm defended it five years ago,negative
2020-04-14,the president has promoted himself as a champion of american manufacturing but now he avoids addressing its shortcomings,negative
2020-05-18,the gunman in decembers shooting a saudi cadet who had trained with the us military had been in contact with the terrorist group officials said,negative
2020-05-01,when the pandemic is over we most certainly should fear the industry more than ever,negative
2020-05-06,for 399 this smartphone hits the high notes speedy a great camera and a nice screen took long enough didnt it,positive
2020-05-21,the move is a stark change from an officecentric culture but theres a catch salaries are likely to change to match local costs of living,negative
2020-05-01,amazons chief said that pandemicrelated expenses would consume all profits in the current quarter and that it was part of a deliberate strategy,negative
2020-05-07,the british governments tool to track infected people puts it at odds with apple and google on privacy,negative
2020-05-18,the latest on stock market and business news during the coronavirus outbreak,neutral
2020-05-07,its a failure that all the energy and marketing muscle goes to the lexus of smartphones not the corollas this is starting to change,negative
2020-07-20,the move which affects suppliers to major international brands such as apple ralph lauren and tommy hilfiger could force companies to sever some ties to china,negative
2020-07-30,congress was once filled with atari democrats this weeks hearings showed their transformation into trust busters,positive
2020-07-31,big tech companies reported bumper profits in the shadow of congressional scrutiny over their outsize market power,neutral
2020-07-28,the bosses of four tech giants are preparing to defend themselves at a congressional hearing against claims of anticompetitive behavior,negative
2020-07-30,the congressional antitrust hearing showed that concerns about the tech stars arent going away,negative
2020-07-29,its a tongue twister but also a strategy jeff bezos mark zuckerberg tim cook and sundar pichai appeared before congress and dressed the part,neutral
2020-07-11,executives with companies including target apple google and facebook warned the president that any actions related to daca would disrupt the economy and affect the battle against the coronavirus,negative
2020-07-21,several firms that were blacklisted by the us commerce department said they had found no evidence of forced labor or other abuses,neutral
2020-07-28,after airbnb and classpass began selling virtual classes because of the pandemic apple tried to collect its commission on the sales,neutral
2020-07-29,the ceos are likely to argue before congress that their companies arent anticompetitive here are the facts,neutral
2020-09-22,the most patriotic thing that companies could do is make democracy work better,neutral
2020-09-11,as the rapid pace of change mixes with national security issues europes role as a global regulator is increasingly tested and may not be enough,negative
2020-09-15,with newer technologies we risk losing the open highways that have defined our digital lives,negative
2020-09-04,a day after the sp 500 had its worst performance in months stocks mostly reversed their steep early losses on friday but still closed the week 43 percent off their latest high,negative
2020-09-03,the sp 500 dropped 35 percent on thursday the biggest singleday fall since june 11 as big tech companies weighed on it heavily,negative
2020-09-24,spotify match group epic games and others have created a nonprofit alliance that they hope will amplify a protest against the power of the giants,negative
2020-09-17,blood oxygen readings can be a useful indicator of wellness but context is important and so is medical advice from a doctor,neutral
2020-09-28,the two companies argued in federal court over apples power over apps as their fight heads to trial next year,neutral
2020-09-09,despite what mark zuckerberg says facebook shapes our world,neutral
2020-09-16,the success of tiktok and netflix shows that if you have enough eyeballs mediocrity is totally ok,neutral
2020-08-14,app makers like the game company epic and the music service spotify are challenging apples right to a large cut of their sales regulators have taken notice,negative
2020-08-25,tim sweeney chief executive of epic games the maker of fortnite has railed against tech power the market is out of control he said,negative
2020-08-18,investors have cast the nearly relentless drumbeat of bad news aside to focus on any signs that the worst of the coronavirus pandemic might be over,positive
2020-08-26,we should minimize how much we share with all of our favorite and notsofavorite apps heres how,neutral
2020-08-20,the iphone maker is the first us company to hit a 2 trillion valuation how high can it go,positive
2020-08-07,saying apple forced changes during months of rejection the social network is releasing a version for iphone and ipad users today,neutral
2020-08-19,as the economy contracts and many companies struggle to survive the biggest tech companies are amassing wealth and influence in ways unseen in decades,negative
2020-08-19,after last months facebook boycott companies are demanding more control over how their ads appear online and the tech companies seem to be listening,positive
2020-08-19,apple is the first us company to hit that value a staggering ascent that began in the pandemic,positive
2020-08-14,a gutsy gambit by the maker of fortnite which is locked in a fight with apple and google,negative
2020-03-22,it remains unclear if the effort to enlist companies like general motors apple and hanes constitutes an effective strategy,neutral
2020-03-23,technology from amazon apple google ibm and microsoft misidentified 35 percent of words from people who were black white people fared much better,negative
2020-03-23,trade officials approved the companys request to remove tariffs on the apple watch,positive
2020-03-23,amazon is hiring aggressively to meet customer demand traffic has soared on facebook and youtube and cloud computing has become essential to home workers,positive
2020-03-02,a settlement for as much as 500 million would resolve a lawsuit accusing apple of slowing old iphones as it released new ones,negative
2020-03-14,the tech giant which will keep its stores in the china region open becomes one of the first retailers to shut its doors in an effort to halt the spread of the coronavirus,negative
2020-03-16,the fine comes as the iphone maker deals with the impact of the coronavirus pandemic,negative
2020-02-16,facebooks mark zuckerberg and googles sundar pichai have journeyed to brussels as the european union drafts regulation for ai and the digital economy,neutral
2020-02-04,despite regulatory scrutiny and pressure from lawmakers the industrys wealthiest are continuing to grow at remarkable speeds for big companies,negative
2020-02-19,the european union outlined proposals to bolster its digital economy and keep it from being overly reliant on foreign companies while cracking down on those companies,negative
2020-02-20,when youre cutting and pasting dragging the cursor over selected text and performing other common computer tasks you can thank him,neutral
2020-02-17,some factories are firing up again but with many workers quarantined and parts in short supply production is limited,negative
2020-02-21,the iphone maker which depends on both factories and consumers in china could be a bellwether for other big tech companies,neutral
2020-02-03,in the nearly 20 years since sars chinas importance in the global economy has grown exponentially,neutral
2020-02-11,trustbusting advocates like sarah miller who target corporate power have finally found themselves at the center of the political conversation,neutral
2020-02-07,in a first videos outnumbered photos in reports to the authorities last year facebook found the most imagery the bulk of it on its messenger app,neutral
2020-02-27,an interview with the 35thrichest person in the world who is funding efforts on immigration education and independent media,positive
2020-10-25,in a landmark antitrust complaint the justice department is targeting a secretive partnership that is worth billions of dollars to both companies,negative
2020-10-21,the police actually can unlock phones and no its not the worst thing ever for cybersecurity,neutral
2020-10-06,read the report,neutral
2020-02-10,workers cant return to their jobs as supply lines get snarled extending the forced holiday and fracturing the country,negative
2020-02-17,supply is a problem the company warned as factories slowly reopen in china and demand is down too with stores there still mostly closed,negative
2020-02-07,the virus outbreak has rattled the global economy disrupting supply chains and closing off access to a lucrative consumer market,negative
2020-09-01,we need tech optimists to shoot for the moon but we also need those looking for problems,neutral
2020-09-24,google is facing the possibility of multiple antitrust lawsuits heres why and whats ahead,negative
2020-09-01,the tech giants said states could soon send notices directly to smartphones asking people to opt in to the technology which helps trace the coronavirus,neutral
2020-09-28,some companies like netflix and spotify had avoided making the payment when people paid for something inside their apps,negative
2020-09-25,apple and google have a virtual monopoly on distributing mobile apps and thats bad for competition,negative
2020-09-16,sending workers home after a colleague tests positive for the coronavirus will be a fact of life for months to come,negative
